Error,ErrorRate,ControlSignal
0.011664,-0.3,-0.08486
0.0037813,-0.3,-0.053404
-0.0041016,-0.3,-0.021885
-0.0022188,-0.3,-0.029378
-0.0052187,-0.3,-0.01733
0.0015469,-0.3,-0.044367
0.0034297,-0.3,-0.051927
0.0053125,-5.1828,0.91705
0.0071953,-0.3,-0.067132
0.0041953,-0.3,-0.055197
0.0011953,-0.3,-0.043237
-0.0018047,-0.3,-0.031232
-0.01457,-0.3,0.019928
-0.027336,-5.1828,1.0478
-0.040102,-5.1828,1.0991
-0.047984,-0.3,0.15453
-0.06075,-0.3,0.20613
-0.068633,-5.1828,1.2148
-0.076516,-0.3,0.27053
-0.079516,-0.3,0.28332
-0.082516,-0.3,0.29613
-0.085516,-0.3,0.30897
-0.088516,-0.3,0.32183
-0.086633,-0.3,0.31515
-0.08475,-0.3,0.30846
-0.082867,-0.3,0.30177
-0.085867,-0.3,0.31461
-0.083984,-0.3,0.30791
-0.082102,-0.3,0.3012
-0.075336,4.5828,-0.70164
-0.073453,-0.3,0.26814
-0.066688,-0.3,0.24178
-0.059922,-0.3,0.21533
-0.048273,-0.3,0.16925
-0.036625,-0.3,0.12305
-0.020094,4.5828,-0.91936
-0.013328,-0.3,0.030311
-0.0016797,-0.3,-0.016231
0.0050859,-0.3,-0.043318
0.016734,4.5828,-1.0666
0.0235,4.5828,-1.0938
0.035148,4.5828,-1.1407
0.041914,-0.3,-0.19161
0.058445,4.5828,-1.2348
0.065211,-0.3,-0.28593
0.076859,-0.3,-0.33326
0.083625,-0.3,-0.36114
0.090391,-0.3,-0.38909
0.092273,-0.3,-0.39755
0.089273,-0.3,-0.38645
0.081391,-0.3,-0.35578
0.078391,-0.3,-0.34461
0.075391,-0.3,-0.33338
0.072391,-0.3,-0.32211
0.064508,-0.3,-0.29127
0.056625,-0.3,-0.26035
0.048742,-0.3,-0.22935
0.040859,-0.3,-0.19828
0.032977,-0.3,-0.16713
0.025094,-0.3,-0.1359
0.017211,-0.3,-0.10458
0.0093281,-0.3,-0.07319
0.0014453,-0.3,-0.041711
-0.0064375,-0.3,-0.010153
-0.0094375,-0.3,0.0019327
-0.012437,-0.3,0.014044
-0.015438,-0.3,0.026184
-0.018438,-0.3,0.038355
-0.021437,-0.3,0.050556
-0.024438,-0.3,0.062787
-0.022555,-0.3,0.055487
-0.020672,-0.3,0.048179
-0.018789,-0.3,0.040856
-0.012023,-0.3,0.013939
-0.010141,-0.3,0.0065106
-0.003375,-0.3,-0.020512
0.0033906,-0.3,-0.047583
0.0052734,-0.3,-0.055161
0.012039,4.5828,-1.0589
0.0090391,-0.3,-0.070412
0.015805,4.5828,-1.0742
0.017687,-0.3,-0.1053
0.024453,-0.3,-0.13259
0.036102,-0.3,-0.17951
0.052633,4.5828,-1.2226
0.064281,-0.3,-0.29325
0.080812,-0.3,-0.36012
0.10223,4.5828,-1.4233
0.11876,-0.3,-0.51395
0.14017,4.5828,-1.5775
0.1567,4.5828,-1.6451
0.16835,4.5828,-1.6933
0.17512,-0.3,-0.74551
0.177,-0.3,-0.75481
0.17888,-0.3,-0.76412
0.171,-0.3,-0.73433
0.168,-0.3,-0.72403
0.16012,-0.3,-0.69413
0.15223,-0.3,-0.66415
0.14435,-0.3,-0.63409
0.13647,-0.3,-0.60395
0.1237,-0.3,-0.55417
0.11582,-0.3,-0.52383
0.10305,-0.3,-0.47385
0.095172,-0.3,-0.4433
0.082406,-0.3,-0.3931
0.069641,-5.1828,0.63376
0.066641,-0.3,-0.33148
0.058758,-0.3,-0.30056
0.055758,-0.3,-0.28913
0.057641,4.5828,-1.2738
0.054641,-0.3,-0.28577
0.051641,-0.3,-0.27427
0.048641,-0.3,-0.26277
0.045641,4.5828,-1.2278
0.037758,-0.3,-0.22007
0.029875,-0.3,-0.18886
0.021992,-0.3,-0.15759
0.018992,-0.3,-0.14577
0.015992,4.5828,-1.1105
0.012992,-0.3,-0.12203
0.019758,4.5828,-1.1258
0.026523,4.5828,-1.1531
0.033289,-0.3,-0.20388
0.044938,-0.3,-0.25086
0.061469,4.5828,-1.2941
0.078,4.5828,-1.3609
0.69453,599.7,-122.85
0.70618,-0.3,-2.9055
0.66412,-10.066,-0.79103
0.5537,-14.948,0.62113
0.40909,-14.948,1.1948
0.29379,-5.1828,-0.30048
0.23708,-5.1828,-0.076215
0.1999,-5.1828,0.070354
0.1676,-5.1828,0.19772
0.14019,-5.1828,0.30587
0.12254,-0.3,-0.6014
0.095125,-0.3,-0.49281
0.067711,-5.1828,0.59262
0.050063,-5.1828,0.66263
0.027531,-5.1828,0.75235
-0.0096484,-5.1828,0.90099
-0.037062,-0.3,0.034336
-0.049828,-0.3,0.085874
-0.057711,-0.3,0.11794
-0.080242,-0.3,0.20879
-0.10766,-5.1828,1.296
-0.13507,-5.1828,1.4069
-0.15272,-0.3,0.50236
-0.17525,-0.3,0.59416
-0.1929,-0.3,0.66661
-0.21055,-0.3,0.73926
-0.2282,-5.1828,1.7886
-0.23608,-0.3,0.84592
-0.24396,-0.3,0.87986
-0.25184,-0.3,0.9139
-0.24996,-0.3,0.90887
-0.25296,-5.1828,1.9
-0.2462,-0.3,0.89881
-0.23943,-0.3,0.87417
-0.23266,-0.3,0.84946
-0.2259,4.5828,-0.15186
-0.22402,-0.3,0.81943
-0.22213,-0.3,0.81414
-0.22025,-0.3,0.80883
-0.22325,-0.3,0.82307
-0.22625,-0.3,0.83732
-0.22925,-0.3,0.8516
-0.23225,-5.1828,1.8425
-0.23037,-0.3,0.86068
-0.2236,-0.3,0.83587
-0.21195,-0.3,0.79145
-0.19542,-0.3,0.72735
-0.17401,-0.3,0.64354
-0.14771,-0.3,0.53995
-0.12141,-0.3,0.43609
-0.1,-0.3,0.35149
-0.078586,-0.3,0.26671
-0.062055,-0.3,0.20127
-0.040641,4.5828,-0.86044
-0.024109,4.5828,-0.92624
-0.012461,4.5828,-0.97264
-0.0056953,-0.3,-0.023063
0.0010703,-0.3,-0.050106
-0.0019297,-0.3,-0.0381
-0.0098125,-0.3,-0.0065133
-0.017695,-0.3,0.025142
-0.025578,-0.3,0.056911
-0.038344,-0.3,0.1083
-0.046227,-0.3,0.14026
-0.054109,-0.3,0.17228
-0.057109,-0.3,0.18484
-0.064992,-0.3,0.21697
-0.063109,-0.3,0.21008
-0.066109,-0.3,0.22272
-0.064227,-0.3,0.21584
-0.067227,-5.1828,1.205
-0.060461,-0.3,0.20204
-0.063461,-0.3,0.21466
-0.061578,-0.3,0.20775
-0.064578,-0.3,0.22038
-0.067578,-0.3,0.23304
-0.080344,-5.1828,1.2614
-0.083344,-0.3,0.29767
-0.096109,-0.3,0.34964
-0.10399,-0.3,0.38216
-0.11676,-5.1828,1.4109
-0.11976,-0.3,0.4475
-0.12764,-0.3,0.48028
-0.13552,-5.1828,1.4897
-0.13852,-0.3,0.52651
-0.14152,-0.3,0.53991
-0.13964,-0.3,0.53378
-0.13288,-0.3,0.50807
-0.12611,-0.3,0.48229
-0.1047,4.5828,-0.57879
-0.088164,4.5828,-0.64395
-0.061867,4.5828,-0.74838
-0.040453,4.5828,-0.83353
-0.019039,-0.3,0.057668
-0.0025078,4.5828,-0.98492
0.0091406,-0.3,-0.055002
0.020789,4.5828,-1.0783
0.027555,-0.3,-0.12906
0.029437,-0.3,-0.13689
0.036203,-0.3,-0.16429
0.033203,-5.1828,0.82392
0.044852,4.5828,-1.1762
0.046734,-0.3,-0.20763
0.0535,-0.3,-0.23521
0.055383,-0.3,-0.2433
0.057266,-0.3,-0.25138
0.049383,-5.1828,0.75618
0.056148,-0.3,-0.24799
0.053148,-0.3,-0.23653
0.050148,-0.3,-0.22505
0.042266,-0.3,-0.19398
0.034383,-0.3,-0.16283
0.0265,-0.3,-0.13161
0.0235,-0.3,-0.11986
0.015617,-0.3,-0.088535
0.012617,-5.1828,0.89985
0.0096172,-5.1828,0.91171
0.016383,-0.3,-0.092063
0.018266,-0.3,-0.099776
0.015266,-0.3,-0.087942
0.0073828,-0.3,-0.056537
-0.0005,-0.3,-0.025053
-0.0083828,4.5828,-0.97003
-0.021148,-5.1828,1.0343
-0.029031,-0.3,0.089524
-0.032031,-0.3,0.10183
-0.039914,-0.3,0.13372
-0.042914,-0.3,0.14614
-0.050797,-0.3,0.17814
-0.053797,-0.3,0.19065
-0.056797,-0.3,0.2032
-0.054914,-0.3,0.19621
-0.053031,-0.3,0.18923
-0.051148,-0.3,0.18221
-0.044383,-0.3,0.15563
-0.037617,-0.3,0.12897
-0.025969,-0.3,0.082667
-0.0094375,-0.3,0.016691
0.0070938,-0.3,-0.04945
0.028508,-0.3,-0.13531
0.045039,-0.3,-0.20182
0.066453,-0.3,-0.28807
0.078102,-0.3,-0.3354
0.094633,4.5828,-1.379
0.1014,-0.3,-0.43045
0.10328,-5.1828,0.53754
0.11005,4.5828,-1.4437
0.11193,-0.3,-0.47579
0.11381,4.5828,-1.461
0.1157,-0.3,-0.4931
0.1127,-0.3,-0.48224
0.11458,-0.3,-0.49093
0.11646,-0.3,-0.49962
0.11834,-0.3,-0.50833
0.11534,-0.3,-0.4975
0.11234,-0.3,-0.48664
0.10446,-0.3,-0.45619
0.10146,-0.3,-0.44523
0.098461,-0.3,-0.43423
0.090578,-0.3,-0.40366
0.082695,-0.3,-0.37299
0.074813,-0.3,-0.34223
0.06693,-0.3,-0.31141
0.06393,-0.3,-0.30006
0.06093,-0.3,-0.28868
0.053047,-0.3,-0.25773
0.050047,-0.3,-0.24624
0.047047,-0.3,-0.23473
0.039164,-0.3,-0.20361
0.031281,-0.3,-0.17244
0.023398,-0.3,-0.14118
0.015516,-0.3,-0.10987
0.0076328,-0.3,-0.078443
-0.00025,-0.3,-0.046962
-0.00325,-0.3,-0.034948
-0.011133,-0.3,-0.0033531
-0.00925,-0.3,-0.010786
-0.0073672,-0.3,-0.018237
-0.00060156,-0.3,-0.045273
0.011047,4.5828,-1.0685
0.017813,-0.3,-0.11913
0.029461,-0.3,-0.16599
0.041109,-0.3,-0.21295
0.057641,4.5828,-1.2561
0.074172,4.5828,-1.3229
0.090703,4.5828,-1.3899
0.10723,4.5828,-1.457
0.12377,4.5828,-1.5242
0.1403,4.5828,-1.5917
0.15683,4.5828,-1.6593
0.17336,4.5828,-1.7271
0.18501,4.5828,-1.7755
0.19177,-0.3,-0.82783
0.19854,-0.3,-0.85686
0.2053,-0.3,-0.88596
0.20719,-0.3,-0.89556
0.20907,-0.3,-0.90515
0.20607,-0.3,-0.89523
0.19819,-0.3,-0.8657
0.19519,-0.3,-0.85567
0.7873,599.7,-123.23
0.76966,-5.1828,-2.1873
0.71783,-5.1828,-1.9874
0.58787,-14.948,0.47904
0.41886,-14.948,1.1502
0.29867,-10.066,0.65091
0.25173,-5.1828,-0.14057
0.21943,-5.1828,-0.013725
0.17737,-0.3,-0.82398
0.1353,-0.3,-0.65724
0.093242,-5.1828,0.48646
0.060945,-5.1828,0.61489
0.038414,-0.3,-0.27202
0.015883,-0.3,-0.18214
-0.016414,-5.1828,0.92363
-0.043828,-5.1828,1.0336
-0.066359,-5.1828,1.1243
-0.084008,-0.3,0.21908
-0.12119,-5.1828,1.3454
-0.15348,-5.1828,1.476
-0.16625,-0.3,0.55211
-0.1839,-5.1828,1.601
-0.20643,-0.3,0.71655
-0.23384,-5.1828,1.805
-0.26126,-5.1828,1.9171
-0.27891,-0.3,1.0139
-0.29167,-0.3,1.0678
-0.29955,-0.3,1.1023
-0.29279,-0.3,1.0783
-0.28114,-0.3,1.0345
-0.25973,-0.3,0.9516
-0.23343,4.5828,-0.12769
-0.21202,-0.3,0.76544
-0.18572,-0.3,0.66222
-0.1643,-0.3,0.57829
-0.13801,4.5828,-0.50197
-0.11659,4.5828,-0.58634
-0.09518,4.5828,-0.67094
-0.078648,-0.3,0.24037
-0.062117,-0.3,0.17493
-0.045586,-0.3,0.10933
-0.033937,-0.3,0.063129
-0.032055,-0.3,0.055935
-0.035055,-0.3,0.068272
-0.042937,-0.3,0.1002
-0.05082,-0.3,0.13221
-0.063586,-5.1828,1.1604
-0.071469,-0.3,0.21604
-0.084234,-5.1828,1.2444
-0.092117,-5.1828,1.2768
-0.1,-0.3,0.33276
-0.103,-0.3,0.34578
-0.106,-0.3,0.35883
-0.109,-0.3,0.37191
-0.10712,-0.3,0.36546
-0.11012,-5.1828,1.3551
-0.10823,-0.3,0.37209
-0.10635,-0.3,0.36561
-0.10447,-0.3,0.35914
-0.10747,-0.3,0.37221
-0.11047,-0.3,0.38531
-0.11835,-0.3,0.41799
-0.12135,-0.3,0.43119
-0.13412,-5.1828,1.4601
-0.142,-0.3,0.51646
-0.15477,-0.3,0.56901
-0.16265,-0.3,0.60214
-0.17541,-5.1828,1.6315
-0.17841,-0.3,0.66867
-0.1863,-0.3,0.70202
-0.18441,-0.3,0.69634
-0.18253,-0.3,0.69065
-0.17088,-0.3,0.64582
-0.15923,-0.3,0.60088
-0.1427,4.5828,-0.44029
-0.12129,4.5828,-0.52464
-0.094992,4.5828,-0.62874
-0.073578,-0.3,0.263
-0.042398,4.5828,-0.83771
-0.025867,-0.3,0.073074
-0.0093359,-0.3,0.0071116
0.0023125,-0.3,-0.039465
0.013961,4.5828,-1.0627
0.015844,-0.3,-0.093827
0.017727,-0.3,-0.10153
0.014727,-0.3,-0.089695
0.011727,-0.3,-0.077826
0.0087266,-0.3,-0.065927
0.0057266,-0.3,-0.053998
0.0027266,-0.3,-0.042038
0.0046094,-0.3,-0.04961
0.0064922,-0.3,-0.0572
0.013258,-0.3,-0.084355
0.015141,-0.3,-0.092031
0.021906,4.5828,-1.0958
0.018906,-0.3,-0.10748
0.020789,-0.3,-0.11522
0.017789,-0.3,-0.10341
0.014789,-0.3,-0.091576
0.0069063,-0.3,-0.060156
0.0039063,4.8828,-0.73333
-0.00097656,0,0.26276
0.0039063,0,0.24321
0.0039063,0,0.24317
0.0087891,0,0.22357
0.0039063,-4.8828,1.2196
0.013672,4.8828,-0.77269
0.013672,0,0.20374
0.018555,0,0.18405
0.013672,-4.8828,1.18
0.018555,0,0.18369
0.013672,0,0.20305
0.013672,0,0.20291
0.0087891,0,0.22231
0.0039063,0,0.24178
-0.00097656,0,0.26128
-0.0058594,0,0.28085
-0.0058594,0,0.28091
-0.0058594,0,0.28097
-0.010742,0,0.30059
-0.0058594,0,0.28112
-0.0058594,0,0.28118
-0.0058594,0,0.28124
-0.0058594,0,0.28129
-0.0058594,0,0.28135
-0.0058594,0,0.28141
-0.0058594,0,0.28147
-0.010742,0,0.30109
-0.0058594,0,0.28165
-0.0058594,4.8828,-0.69484
-0.00097656,0,0.26225
-0.00097656,0,0.26226
0.0039063,0,0.2427
0.0039063,0,0.24266
0.0039063,0,0.24262
-0.00097656,0,0.26216
-0.00097656,0,0.26217
-0.0058594,0,0.28176
-0.0058594,0,0.28182
-0.010742,0,0.30142
-0.0058594,0,0.28195
-0.0058594,0,0.28201
-0.00097656,0,0.26252
-0.00097656,0,0.26253
0.0039063,0,0.243
0.0039063,0,0.24297
0.0087891,0,0.22336
0.013672,0,0.20371
0.013672,0,0.20357
0.013672,0,0.20344
0.0087891,-4.8828,1.1994
0.0087891,4.8828,-0.7538
0.0087891,0,0.22268
0.0087891,0,0.22259
0.013672,0,0.20293
0.0087891,0,0.22235
0.013672,0,0.2027
0.0087891,0,0.2221
0.0087891,0,0.22202
0.0039063,0,0.24147
0.0039063,0,0.24144
-0.00097656,0,0.26095
-0.0058594,0,0.2805
-0.0058594,0,0.28056
-0.0058594,0,0.28062
-0.0058594,0,0.28068
-0.0058594,0,0.28074
-0.0058594,0,0.28079
-0.0058594,0,0.28085
-0.0058594,0,0.28091
-0.0058594,0,0.28097
-0.010742,0,0.30057
-0.0058594,0,0.28111
-0.010742,-4.8828,1.2773
-0.00097656,0,0.2617
-0.00097656,0,0.26171
0.0039063,0,0.24214
0.0039063,0,0.2421
0.0039063,0,0.24207
-0.00097656,0,0.2616
-0.0058594,0,0.28115
-0.0058594,0,0.28121
-0.0058594,0,0.28127
-0.010742,-4.8828,1.2774
-0.0058594,0,0.2814
-0.00097656,0,0.26188
0.0039063,0,0.24234
0.0039063,0,0.2423
0.0039063,0,0.24227
0.0039063,0,0.24223
0.0039063,0,0.24219
-0.00097656,0,0.26169
-0.00097656,-4.8828,1.2382
-0.00097656,0,0.26167
0.0039063,0,0.24212
0.0039063,0,0.24208
0.0039063,0,0.24204
0.0039063,0,0.242
0.0039063,0,0.24196
0.0039063,0,0.24192
0.0039063,0,0.24188
-0.00097656,-4.8828,1.238
0.0039063,0,0.24182
0.0039063,0,0.24177
0.0087891,0,0.22215
0.0087891,0,0.22205
0.0087891,-4.8828,1.1985
0.0087891,0,0.22186
0.0039063,0,0.24132
-0.00097656,0,0.26082
-0.00097656,0,0.26083
-0.0058594,0,0.28039
-0.0058594,0,0.28045
-0.010742,0,0.30006
-0.010742,0,0.30017
-0.010742,0,0.30027
-0.010742,0,0.30038
-0.010742,0,0.30049
-0.0058594,0,0.28104
-0.010742,0,0.30066
-0.00097656,0,0.26164
-0.00097656,0,0.26165
0.0039063,0,0.24208
-0.00097656,-4.8828,1.2381
-0.00097656,-4.8828,1.2381
-0.00097656,0,0.26154
-0.00097656,0,0.26155
-0.00097656,0,0.26156
-0.0058594,-4.8828,1.2577
-0.0058594,0,0.28116
-0.0058594,0,0.28122
-0.0058594,0,0.28128
-0.0058594,0,0.28134
-0.0058594,0,0.2814
-0.00097656,0,0.26189
-0.00097656,0,0.2619
0.0039063,0,0.24233
0.0087891,0,0.22272
0.0087891,0,0.22264
0.0087891,0,0.22253
0.0087891,-4.8828,1.199
0.0087891,0,0.22229
0.0087891,0,0.22219
0.0087891,0,0.2221
0.0087891,0,0.22202
0.0039063,0,0.24148
0.0039063,0,0.24145
0.0039063,4.8828,-0.73515
-0.00097656,-4.8828,1.2375
-0.00097656,0,0.26089
0.0039063,0,0.24132
0.0039063,0,0.24127
0.0087891,0,0.22166
0.0039063,0,0.24112
0.0039063,0,0.24108
-0.00097656,0,0.2606
-0.00097656,0,0.26061
-0.0058594,0,0.28018
-0.010742,0,0.29978
-0.010742,0,0.29989
-0.010742,0,0.3
-0.015625,0,0.31965
-0.010742,0,0.30023
-0.0058594,4.8828,-0.69576
-0.0058594,0,0.28086
-0.0058594,0,0.28092
-0.0058594,-4.8828,1.2575
-0.00097656,0,0.26144
-0.00097656,0,0.26145
0.0039063,0,0.24187
0.0039063,0,0.24184
-0.00097656,0,0.26135
-0.00097656,0,0.26136
-0.0058594,0,0.28093
-0.0058594,0,0.28099
-0.010742,0,0.30061
-0.0058594,0,0.28115
-0.0058594,0,0.28122
-0.00097656,0,0.26172
0.0039063,4.8828,-0.73437
0.0039063,0,0.24215
0.0039063,0,0.24211
0.0087891,0,0.2225
0.0039063,0,0.24198
0.0039063,0,0.24193
0.0039063,0,0.24189
-0.00097656,-4.8828,1.238
-0.00097656,0,0.26139
0.0039063,0,0.24184
0.0039063,0,0.24181
0.0039063,0,0.24177
0.0039063,0,0.24173
0.0039063,0,0.24169
0.0039063,0,0.24166
0.0039063,0,0.24162
-0.00097656,0,0.26114
-0.00097656,0,0.26115
-0.00097656,0,0.26116
-0.00097656,0,0.26117
-0.0058594,0,0.28074
-0.0058594,0,0.2808
-0.0058594,0,0.28085
-0.0058594,0,0.28091
-0.0058594,0,0.28097
-0.0058594,4.8828,-0.69553
-0.0058594,0,0.2811
-0.0058594,0,0.28116
-0.0058594,0,0.28122
-0.0058594,0,0.28128
-0.0058594,0,0.28134
-0.0058594,4.8828,-0.69516
-0.010742,0,0.30103
-0.0058594,4.8828,-0.695
-0.0058594,0,0.28163
-0.0058594,0,0.28168
-0.0058594,0,0.28174
-0.00097656,0,0.26222
-0.00097656,0,0.26225
-0.00097656,0,0.26226
-0.00097656,0,0.26227
-0.00097656,0,0.26226
-0.00097656,0,0.26225
-0.00097656,0,0.26223
-0.00097656,0,0.26223
-0.00097656,0,0.2622
0.0039063,4.8828,-0.73391
0.0039063,0,0.24262
0.0039063,4.8828,-0.73396
0.0039063,0,0.24256
0.0039063,0,0.24254
0.0039063,4.8828,-0.73405
0.0039063,0,0.24249
0.0087891,0,0.22289
0.013672,0,0.20323
0.018555,0,0.18353
0.018555,0,0.18335
0.013672,0,0.20274
0.013672,4.8828,-0.77395
0.0087891,0,0.22206
0.0087891,0,0.22197
0.0039063,0,0.24144
0.0039063,0,0.2414
0.0039063,4.8828,-0.73519
-0.00097656,0,0.26091
-0.00097656,0,0.26092
-0.00097656,0,0.26093
-0.0058594,0,0.28048
-0.0058594,0,0.28052
-0.0058594,0,0.28058
-0.0058594,0,0.28063
-0.0058594,4.8828,-0.69587
-0.010742,0,0.30032
-0.0058594,4.8828,-0.69569
-0.0058594,0,0.28093
-0.00097656,0,0.26143
-0.00097656,0,0.26144
0.0039063,4.8828,-0.73467
-0.00097656,0,0.26143
-0.00097656,0,0.26144
-0.00097656,0,0.26145
-0.0058594,0,0.28102
-0.00097656,0,0.26153
-0.00097656,0,0.26154
-0.00097656,0,0.26157
-0.00097656,0,0.26158
-0.00097656,0,0.26159
-0.00097656,0,0.2616
-0.00097656,0,0.26161
-0.0058594,0,0.28117
-0.0058594,0,0.28122
-0.00097656,0,0.2617
-0.00097656,0,0.26172
-0.00097656,0,0.26173
0.0039063,0,0.24219
0.0039063,0,0.24215
0.0039063,0,0.24211
0.0039063,0,0.24208
0.0087891,4.8828,-0.75406
0.0039063,0,0.24199
0.0039063,0,0.24195
0.0039063,0,0.24191
0.0039063,4.8828,-0.73465
0.0039063,0,0.24189
0.0039063,0,0.24187
0.0087891,4.8828,-0.75427
0.0087891,0,0.22223
0.0087891,4.8828,-0.7544
0.0039063,0,0.24165
0.0039063,0,0.2416
0.0039063,0,0.24156
-0.00097656,0,0.26109
-0.00097656,0,0.2611
-0.00097656,4.8828,-0.71543
-0.0058594,0,0.28072
-0.0058594,4.8828,-0.69577
-0.010742,0,0.30043
-0.0058594,4.8828,-0.69556
-0.0058594,0,0.2811
-0.0058594,0,0.28117
-0.0058594,0,0.28123
-0.00097656,0,0.2617
-0.00097656,0,0.26171
-0.00097656,0,0.26173
-0.0058594,-4.8828,1.2579
-0.00097656,4.8828,-0.71476
-0.0058594,0,0.2814
-0.0058594,0,0.28145
-0.0058594,0,0.28152
-0.0058594,0,0.28158
-0.00097656,0,0.26208
-0.00097656,0,0.26209
0.0039063,0,0.24255
0.0039063,4.8828,-0.73404
0.0039063,0,0.24251
0.0039063,0,0.24248
0.0039063,0,0.24244
0.0039063,0,0.24238
0.0039063,0,0.24234
0.0039063,0,0.2423
-0.00097656,-4.8828,1.2384
0.0039063,0,0.24225
0.0039063,0,0.24224
0.0039063,0,0.2422
0.0039063,0,0.24216
0.0039063,0,0.24212
0.0039063,0,0.24208
0.0039063,0,0.24205
0.0039063,0,0.24201
0.0039063,0,0.24197
-0.00097656,-4.8828,1.238
0.0039063,0,0.24193
0.0039063,0,0.24191
0.0039063,0,0.24187
0.0039063,0,0.24184
0.0039063,0,0.2418
-0.00097656,0,0.26133
-0.00097656,0,0.26134
-0.00097656,0,0.26135
-0.0058594,0,0.28093
-0.0058594,0,0.28099
-0.0058594,0,0.28104
-0.0058594,0,0.2811
-0.0058594,0,0.28116
-0.0058594,0,0.28124
-0.0058594,0,0.28129
-0.0058594,0,0.28135
-0.00097656,0,0.26185
-0.00097656,0,0.26188
-0.00097656,0,0.26189
-0.00097656,4.8828,-0.71462
-0.00097656,0,0.26197
-0.00097656,0,0.26201
-0.00097656,0,0.26202
-0.00097656,0,0.26205
-0.00097656,4.8828,-0.71448
-0.0058594,0,0.28167
-0.0058594,0,0.28172
-0.0058594,0,0.28178
-0.0058594,0,0.28184
-0.0058594,0,0.2819
-0.0058594,0,0.28196
-0.0058594,0,0.28202
-0.00097656,0,0.26252
-0.00097656,0,0.26253
0.0039063,0,0.24298
0.0039063,0,0.24294
0.0087891,0,0.22332
0.0087891,0,0.22323
0.0087891,0,0.22314
0.0087891,4.8828,-0.75348
0.0087891,0,0.22299
0.0087891,0,0.22291
0.0087891,0,0.22282
0.0087891,0,0.22273
0.0087891,0,0.22265
0.0039063,0,0.24213
0.0039063,0,0.24208
0.0039063,4.8828,-0.7345
0.0039063,0,0.24203
0.0039063,0,0.242
0.0087891,0,0.22238
0.013672,4.8828,-0.77383
0.013672,0,0.2026
0.0087891,0,0.22205
0.0087891,0,0.22195
0.0039063,0,0.24145
-0.0058594,-4.8828,1.2571
-0.010742,-4.8828,1.2767
-0.010742,0,0.30021
-0.010742,0,0.30032
-0.010742,0,0.30043
-0.010742,0,0.30054
-0.0058594,0,0.28109
-0.0058594,0,0.28117
-0.0058594,0,0.28123
-0.00097656,0,0.26173
-0.00097656,0,0.26174
-0.00097656,0,0.26175
-0.00097656,0,0.26176
-0.00097656,0,0.26179
-0.0058594,0,0.28135
-0.00097656,0,0.26185
-0.00097656,0,0.26185
0.0039063,4.8828,-0.73424
-0.00097656,0,0.26184
0.0039063,0,0.2423
0.0039063,0,0.24228
0.0039063,0,0.24224
0.0039063,0,0.24219
0.0087891,4.8828,-0.75396
0.0087891,0,0.22252
0.0087891,0,0.22244
0.0087891,0,0.22235
0.0087891,0,0.22226
0.0039063,-4.8828,1.2183
0.0039063,0,0.24167
0.0039063,0,0.24163
0.0039063,0,0.2416
-0.00097656,0,0.26112
0.0039063,0,0.24156
0.0039063,0,0.24152
0.0087891,0,0.22193
0.0087891,0,0.22185
0.0087891,0,0.22176
0.0039063,-4.8828,1.2178
0.0087891,0,0.2216
0.0039063,-4.8828,1.2176
0.0087891,4.8828,-0.7551
0.0039063,0,0.24095
0.0039063,4.8828,-0.73564
-0.00097656,0,0.26046
-0.00097656,0,0.26047
-0.00097656,0,0.26048
-0.00097656,0,0.2605
-0.0058594,0,0.28007
-0.0058594,0,0.28013
-0.010742,0,0.29973
-0.0058594,4.8828,-0.69626
-0.010742,0,0.29994
-0.010742,0,0.30005
-0.015625,0,0.3197
-0.010742,0,0.30029
-0.010742,0,0.3004
-0.010742,0,0.3005
-0.010742,-4.8828,1.2771
-0.0058594,0,0.28112
-0.0058594,0,0.28118
-0.00097656,0,0.26167
-0.00097656,0,0.26168
-0.00097656,0,0.26169
-0.0058594,-4.8828,1.2578
-0.00097656,0,0.26174
-0.00097656,0,0.26175
0.0039063,4.8828,-0.73434
0.0039063,0,0.2422
0.0087891,0,0.22262
0.0087891,0,0.22253
0.0087891,0,0.22245
0.0087891,0,0.22235
0.0087891,0,0.22227
0.0087891,0,0.22218
0.0087891,0,0.22209
0.0039063,0,0.24158
0.0039063,0,0.24154
-0.00097656,-4.8828,1.2376
0.0039063,0,0.24147
-0.00097656,0,0.261
0.0039063,0,0.24145
-0.00097656,0,0.26095
0.0039063,0,0.24138
0.0039063,0,0.24133
0.0087891,0,0.22174
0.0039063,0,0.24122
0.0039063,0,0.24118
-0.00097656,0,0.26069
-0.0058594,-4.8828,1.2568
-0.0058594,0,0.2803
-0.0058594,0,0.28036
-0.010742,0,0.29998
-0.0058594,0,0.28052
-0.0058594,4.8828,-0.69598
-0.0058594,0,0.28065
-0.0058594,0,0.2807
-0.00097656,0,0.26119
-0.00097656,0,0.2612
-0.00097656,0,0.26121
-0.0058594,0,0.28079
-0.0058594,0,0.28085
-0.010742,0,0.30049
-0.0058594,0,0.28105
-0.0058594,0,0.28112
-0.00097656,0,0.26163
-0.00097656,0,0.26164
0.0039063,0,0.24209
0.0039063,0,0.24206
0.0039063,0,0.24202
0.0039063,0,0.24198
0.0039063,0,0.24194
-0.00097656,0,0.26146
0.0039063,0,0.24192
-0.06543,0,1.9298
-0.06543,0,1.9305
-0.06543,0,1.9312
-0.070313,-4.8828,2.9279
-0.06543,0,1.9325
-0.06543,0,1.9332
